,Código do Município,Município,Estado,Ano de Referência,Prestador,AG001 - População total atendida com abastecimento de água,AG002 - Quantidade de ligações ativas de água,AG003 - Quantidade de economias ativas de água,AG005 - Extensão da rede de água,AG006 - Volume de água produzido,AG007 - Volume de água tratada em ETAs,AG011 - Volume de água faturado,ES002 - Quantidade de ligações ativas de esgotos,ES003 - Quantidade de economias ativas de esgotos,ES004 - Extensão da rede de esgotos,ES005 - Volume de esgotos coletado,ES006 - Volume de esgotos tratado,ES007 - Volume de esgotos faturado,ES009 - Quantidade de ligações totais de esgotos,ES026 - População urbana atendida com esgotamento sanitário,FN006 - Arrecadação total,FN010 - Despesa com pessoal próprio,FN011 - Despesa com produtos químicos,FN013 - Despesa com energia elétrica,FN014 - Despesa com serviços de terceiros,FN015 - Despesas de Exploração (DEX),FN017 - Despesas totais com os serviços (DTS),FN020 - Despesa com água importada (bruta ou tratada),FN021 - Despesas fiscais ou tributárias computadas na DEX,FN039 - Despesa com esgoto exportado
12076,330340,Nova Friburgo,RJ,2012,Águas de Nova Friburgo Ltda,152461.0,35602.0,62735.0,727.2,15611.93,15611.93,10389.26,33625.0,61768.0,440.6,7583.34,4417.72,8579.02,33819.0,146753.0,46483965.41,12485145.67,549521.4,3253218.4,7909333.23,38141155.43,45880936.82,0.0,5722929.58,0.0
12077,330340,Nova Friburgo,RJ,2011,Águas de Nova Friburgo Ltda,149000.0,34580.0,61173.0,702.14,15953.55,15953.55,9318.11,33096.0,60083.0,430.0,8100.0,2542.0,8469.0,33273.0,145874.0,38864090.47,11537304.62,750637.54,3159307.38,5065834.28,33461418.84,38665053.24,0.0,4762027.66,0.0
12078,330340,Nova Friburgo,RJ,2010,Águas de Nova Friburgo Ltda,149000.0,34774.0,61393.0,690.94,15967.92,15967.92,12928.34,33826.0,61418.0,424.0,7796.0,1555.0,11307.53,34019.0,145000.0,38768789.63,10363479.42,434284.48,2705330.32,3189806.46,28498102.04,33475699.69,0.0,4602868.4,0.0
12079,330340,Nova Friburgo,RJ,2009,Águas de Nova Friburgo Ltda,147000.0,34208.0,60024.0,666.0,15604.0,15604.0,12145.0,33584.0,60621.0,414.0,6536.0,0.0,11224.0,33584.0,142000.0,31868499.0,8161117.0,621032.0,2384055.0,4512848.0,25719146.0,31074720.0,0.0,4287429.0,0.0
12080,330340,Nova Friburgo,RJ,2008,Águas de Nova Friburgo Ltda,128904.0,32846.0,57842.0,0.0,15404.0,15404.0,11036.0,33223.0,60090.0,0.0,7233.0,0.0,10186.0,33223.0,127700.0,25937439.0,8319808.56,445802.83,2574489.89,6219914.58,22453021.92,43907994.42,0.0,1892460.37,0.0
12081,330340,Nova Friburgo,RJ,2007,Águas de Nova Friburgo Ltda,125000.0,32749.0,56077.0,392.39,16207.76,16207.76,10508.55,32134.0,56077.0,384.67,7731.45,0.0,10868.21,32134.0,124000.0,23578584.2,7972322.86,495950.41,2804196.24,5844418.23,20455465.7,35991541.64,0.0,329911.18,0.0
12082,330340,Nova Friburgo,RJ,2006,Águas de Nova Friburgo Ltda,158631.0,32753.0,54708.0,455.8,17313.9,17313.9,10299.9,31289.0,54126.0,265.8,7063.4,0.0,9458.6,31289.0,153188.0,21604719.28,6593177.8,547151.35,2815206.21,3703732.79,16476130.27,26175219.56,0.0,2116862.12,0.0
12083,330340,Nova Friburgo,RJ,2005,Águas de Nova Friburgo Ltda,155204.0,32764.0,53501.0,446.5,17971.3,17611.8,9936.9,31446.0,52800.0,262.4,7477.7,0.0,9363.0,31446.0,149587.0,18852781.02,6199046.7,393643.63,2825350.56,5048134.48,16448268.25,24788500.93,0.0,1982092.88,0.0
12084,330340,Nova Friburgo,RJ,2004,Águas de Nova Friburgo Ltda,152180.0,32513.0,52677.0,436.8,20407.3,16952.9,9450.4,31930.0,52677.0,258.1,7175.8,0.0,8978.3,31930.0,148938.0,17978831.06,5893929.87,347770.16,1858095.88,3677244.43,14300666.3,20714594.86,0.0,2523625.96,0.0
12085,330340,Nova Friburgo,RJ,2003,Águas de Nova Friburgo Ltda,170636.0,32727.0,52566.0,429.0,20451.9,19587.5,16698.6,32004.0,52250.0,251.6,7968.0,0.0,12672.0,32004.0,155939.0,15832265.0,5107489.0,378858.0,1243577.0,2468083.0,11087851.0,21533311.0,0.0,1889844.0,0.0
12086,330340,Nova Friburgo,RJ,2002,Águas de Nova Friburgo Ltda,157121.0,34072.0,53559.0,423.9,20406.8,19544.3,17716.0,32022.0,51439.0,248.1,8308.0,0.0,13243.0,32022.0,144592.0,12751405.31,4313531.03,310306.98,1173498.7,468778.36,7800699.91,9522399.98,0.0,1534584.84,0.0
12087,330340,Nova Friburgo,RJ,2001,Águas de Nova Friburgo Ltda,154800.0,34519.0,53801.0,414.6,20204.0,9924.0,17677.0,31657.0,50532.0,242.3,8213.0,0.0,13010.0,31657.0,142944.0,10264883.56,3236696.01,294577.31,1141414.66,437792.52,6670048.69,8761748.42,0.0,1559568.19,0.0
12088,330340,Nova Friburgo,RJ,2000,Águas de Nova Friburgo Ltda,146667.0,34939.0,52773.0,404.7,22118.0,11289.0,13702.0,32360.0,50075.0,222.69,8860.0,0.0,12690.0,32360.0,0.0,8939235.85,4342815.75,205966.97,990221.13,530000.0,7773947.41,8939132.3,0.0,1704943.56,0.0
12089,330340,Nova Friburgo,RJ,1999,Águas de Nova Friburgo Ltda,142524.0,41326.0,50619.0,400.5,20870.77,11073.01,16797.34,38497.0,46966.0,216.14,7696.24,0.0,12314.07,38507.0,0.0,6425128.0,4846690.0,188136.0,905644.0,2266970.0,9287878.0,10948330.0,0.0,0.0,0.0
12114,330390,Petrópolis,RJ,2019,Águas do Imperador S/A,296575.0,60710.0,92383.0,876.3,13829.95,13511.95,13749.03,44511.0,71700.0,288.5,12882.0,10419.0,10521.46,56071.0,258659.0,121609015.58,23332359.76,899738.43,7424426.93,11809003.47,70075190.64,101666601.89,0.0,12503755.24,0.0
12115,330390,Petrópolis,RJ,2018,Águas do Imperador S/A,296297.0,59741.0,90166.0,859.0,13557.4,12924.3,13433.6,44361.0,71456.0,285.6,12705.0,10229.0,10381.23,55267.0,258057.0,108856125.29,22985511.26,975186.1,7292367.16,10616516.22,71037995.65,96398993.76,0.0,10819966.19,0.0
12116,330390,Petrópolis,RJ,2017,Águas do Imperador S/A,282725.0,58502.0,87797.0,784.0,14028.0,13577.3,13127.0,44198.0,71006.0,280.0,12678.23,10202.0,10035.08,50104.0,247982.0,96755818.18,23046704.33,680254.08,5545039.49,10318516.67,62487575.27,88791942.7,0.0,10911881.91,0.0
12117,330390,Petrópolis,RJ,2016,Águas do Imperador S/A,281213.0,56764.0,86454.0,765.0,14420.19,14157.19,12802.1,44104.0,70592.0,277.0,12575.14,10099.3,9818.17,54148.0,247242.0,104214471.89,22088694.5,737347.18,5558160.2,8867942.08,57380524.18,79593629.43,0.0,10313606.38,0.0
12118,330390,Petrópolis,RJ,2015,Águas do Imperador S/A,280362.0,53825.0,85983.0,732.2,15810.6,15552.0,12173.0,44009.0,70568.0,273.9,12527.84,10052.0,9534.86,48782.0,246502.0,83490121.21,16739464.6,599854.32,5045668.57,17312806.05,64011060.17,85250828.79,0.0,8716110.26,0.0
12119,330390,Petrópolis,RJ,2014,Águas do Imperador S/A,278613.0,52737.0,79868.0,700.0,15152.0,14885.0,11713.2,43824.0,69242.0,269.0,12401.0,9943.0,9602.0,47768.0,245530.0,77547214.98,13677911.37,543880.61,3302516.57,15661639.67,60264617.1,77852771.66,0.0,7805756.44,0.0
12120,330390,Petrópolis,RJ,2013,Águas do Imperador S/A,276360.0,51423.0,79468.0,667.0,15103.0,14801.0,11431.0,42199.0,67493.0,260.0,11902.0,9521.0,9155.0,42199.0,244919.0,70331676.87,11247749.88,399598.71,3110292.84,13308787.99,52450137.46,68285471.64,0.0,6660735.93,0.0
12121,330390,Petrópolis,RJ,2012,Águas do Imperador S/A,270527.0,48034.0,75924.0,645.0,15080.0,14779.0,11164.0,40903.0,65692.0,255.0,8416.0,8416.0,9102.0,41495.0,231985.0,62342710.5,9435254.95,377328.38,2825052.73,11170515.12,44118937.35,56651226.82,0.0,5545578.95,0.0
12122,330390,Petrópolis,RJ,2011,Águas do Imperador S/A,269956.0,47258.0,75148.0,631.0,14489.0,14239.0,10698.0,38248.0,64324.0,248.0,7829.0,7829.0,9077.6,38802.0,231496.0,57245011.06,10644865.87,396781.5,3078755.38,6149498.98,36571435.13,48244688.53,0.0,2593610.47,0.0
12123,330390,Petrópolis,RJ,2010,Águas do Imperador S/A,259633.0,47018.0,72250.0,614.0,13770.0,13454.0,9915.0,38335.0,62940.0,242.0,17956.0,11623.0,9069.3,38766.0,214759.0,47134750.35,9630166.93,433754.86,2776559.86,4037587.53,24773494.86,37081833.59,0.0,2039249.92,0.0
12124,330390,Petrópolis,RJ,2009,Águas do Imperador S/A,269395.0,46596.0,71995.0,601.0,13682.0,13304.0,9732.0,38045.0,62452.0,235.0,16643.0,10818.0,9890.0,38190.0,225587.0,45872858.0,8462932.0,413465.0,2829251.0,3907868.0,22555348.0,35194653.0,0.0,1994889.0,0.0
12125,330390,Petrópolis,RJ,2008,Águas do Imperador S/A,259010.0,45239.0,71708.0,575.0,13867.0,13619.0,9785.0,36042.0,60378.0,231.0,17821.0,11685.0,7023.0,36179.0,191000.0,42384530.2,7280496.34,374473.39,2644320.58,3227889.18,23487873.63,33346086.89,0.0,1855923.8,0.0
12126,330390,Petrópolis,RJ,2007,Águas do Imperador S/A,224870.0,37853.0,63463.0,509.0,13734.0,13488.0,10116.0,33644.0,56687.0,226.0,17550.0,9176.0,8249.0,33644.0,178000.0,35991016.0,5412546.13,288447.42,2189210.92,2846706.29,20812542.67,35335097.22,0.0,1422856.55,0.0
12127,330390,Petrópolis,RJ,2006,Águas do Imperador S/A,217739.0,40543.0,65737.0,492.0,12936.0,12678.0,10155.5,32915.0,55457.0,220.0,7750.3,4390.2,6059.9,32915.0,173834.0,31070525.0,5020370.65,276025.36,2108803.97,2700776.16,19257549.83,30359459.27,0.0,1036546.77,0.0
12128,330390,Petrópolis,RJ,2005,Águas do Imperador S/A,236841.0,39849.0,65471.0,492.0,12755.0,12500.0,9982.1,32101.0,53693.0,209.0,7166.0,4059.0,5607.8,32101.0,185500.0,28489652.0,4384255.0,229235.0,1853549.0,3183871.34,17472752.81,28377689.64,0.0,2981119.06,0.0
12129,330390,Petrópolis,RJ,2004,Águas do Imperador S/A,230521.0,38756.0,63866.0,481.0,12768.0,12504.0,9867.0,30587.0,51476.0,205.0,7150.0,4043.0,5545.0,30587.0,179201.0,22087035.0,4339392.0,167452.0,1717493.0,1598913.0,11538846.0,18998074.0,0.0,2515596.0,0.0
12130,330390,Petrópolis,RJ,2003,Águas do Imperador S/A,228239.0,35754.0,59717.0,460.0,12896.0,12632.0,10095.0,29582.0,50626.0,200.0,6448.0,2579.0,5664.0,29582.0,178109.0,19413555.0,4047518.0,160243.0,1483700.76,1396949.0,9373020.19,16500106.0,0.0,575095.36,0.0
12131,330390,Petrópolis,RJ,2002,Águas do Imperador S/A,219483.0,33567.0,57398.0,439.0,12770.0,11748.0,11134.0,28081.0,48338.0,173.0,5108.0,1328.0,5536.0,28081.0,173418.0,15676000.0,3125689.0,134161.0,968677.0,2631582.0,8361097.0,16876664.0,0.0,881474.0,0.0
12132,330390,Petrópolis,RJ,2001,Águas do Imperador S/A,211273.0,32418.0,55227.0,426.0,12185.0,11332.0,10604.0,26915.0,46219.0,167.0,4320.0,1106.0,5501.0,26915.0,165997.0,12929000.0,3186374.0,124667.0,650483.0,1721331.0,8218460.0,15807451.0,0.0,684878.0,0.0
12133,330390,Petrópolis,RJ,2000,Águas do Imperador S/A,201789.0,33024.0,55206.0,413.0,13236.0,12162.0,9477.0,25898.0,44818.0,165.0,4194.0,160.0,5281.0,25898.0,0.0,11930819.0,3110429.0,101893.0,438733.0,1099292.0,7330038.0,13080908.0,0.0,0.0,0.0
12134,330390,Petrópolis,RJ,1999,Águas do Imperador S/A,192649.0,29978.0,52077.0,350.0,13243.0,4785.0,8657.0,24159.0,43018.0,150.0,7946.0,160.0,5068.0,24159.0,0.0,10494118.0,2377948.48,110035.43,506779.73,1095987.78,6215047.73,8165759.98,0.0,0.0,0.0
12135,330390,Petrópolis,RJ,1998,Águas do Imperador S/A,169556.0,27911.0,49498.0,320.0,13472.0,4068.0,8689.0,23352.0,42194.0,147.0,8083.0,155.0,6951.0,23352.0,0.0,7593105.83,2225122.0,113295.0,332125.0,707178.0,5746054.98,7418027.48,0.0,0.0,0.0
12136,330390,Petrópolis,RJ,1995,Companhia de Águas e Esgotos de Petrópolis,153000.0,24511.0,42738.0,230.0,14965.0,13140.0,9125.0,20049.0,35152.0,148.0,8395.0,0.0,8395.0,0.0,0.0,7708703.0,3178500.0,68620.0,146191.0,683690.0,1183690.0,1652108.0,0.0,0.0,0.0
12153,330411,Porto Real,RJ,2019,Prefeitura Municipal de Porto Real,18570.0,6125.0,6150.0,49.98,2329.95,2231.95,1366.24,6030.0,6035.0,46.8,1420.71,1360.0,1210.3,6250.0,18000.0,537975.26,1230828.82,922123.1,1436069.1,949999.92,4607986.94,4607986.94,0.0,48966.0,0.0
12154,330411,Porto Real,RJ,2018,Prefeitura Municipal de Porto Real,17825.0,6125.0,6150.0,48.79,2395.89,2285.69,1196.73,6025.0,6025.0,44.8,1916.71,1352.0,1210.3,6250.0,17600.0,554479.48,1203091.1,813501.0,1844108.19,483783.0,4413449.29,4413649.29,0.0,68966.0,0.0
12155,330411,Porto Real,RJ,2017,Prefeitura Municipal de Porto Real,17980.0,6125.0,6150.0,47.6,2127.57,2016.37,1110.37,6125.0,6150.0,44.6,1702.05,1162.05,1110.37,6250.0,17400.0,553669.93,1367760.0,778717.92,1278900.0,207800.0,3683177.92,3683277.92,0.0,50000.0,0.0
12156,330411,Porto Real,RJ,2016,Prefeitura Municipal de Porto Real,17867.0,6125.0,6125.0,47.0,2117.89,2116.69,2020.0,6180.0,6190.0,44.5,1694.31,1152.13,1650.3,6240.0,17662.0,455165.55,1318658.4,753621.75,869511.58,875237.48,3820083.94,3823183.94,0.0,3054.73,0.0
12157,330411,Porto Real,RJ,2015,Prefeitura Municipal de Porto Real,17867.0,6320.0,6332.0,46.8,2257.89,2257.89,2000.0,6180.0,6210.0,44.3,1732.05,724.48,889.0,6240.0,17667.0,490785.0,1454621.61,1137261.29,1392579.67,198205.8,5544275.21,5550275.21,0.0,27457.8,0.0
12158,330411,Porto Real,RJ,2014,Prefeitura Municipal de Porto Real,17867.0,6090.0,6118.0,43.9,2257.89,2257.89,1109.0,6050.0,6080.0,42.91,887.18,588.23,887.18,6130.0,17662.0,492072.0,989280.0,963888.4,752827.8,72000.0,2813176.83,2813206.83,0.0,35180.63,0.0
12159,330411,Porto Real,RJ,2013,Prefeitura Municipal de Porto Real,17562.0,5538.0,5548.0,41.0,2257.89,2257.89,1109.0,5538.0,5540.0,39.8,887.18,283.9,887.18,5638.0,17562.0,393440.68,1100000.0,790083.2,86131.92,66000.0,2077395.75,2157395.75,0.0,35180.63,0.0
12160,330411,Porto Real,RJ,2011,Prefeitura Municipal de Porto Real,16841.0,4313.0,4313.0,36.0,1616.22,1616.22,1393.05,4097.0,0.0,36.28,696.5,459.69,696.5,4097.0,15660.0,272160.0,143078.4,180000.0,132871.0,39200.0,495149.4,495149.4,0.0,0.0,0.0
12161,330411,Porto Real,RJ,2010,Prefeitura Municipal de Porto Real,16497.0,3980.0,0.0,35.0,1576.8,1576.8,1576.8,3720.0,0.0,33.78,0.0,0.0,0.0,3720.0,15300.0,259200.0,132480.0,180000.0,125350.0,35000.0,472830.0,472830.0,0.0,0.0,0.0
12162,330412,Quatis,RJ,2019,Prefeitura Municipal de Quatis,14302.0,3938.0,3938.0,39.94,1883.03,1770.85,1381.75,3937.0,3938.0,29.32,205.12,171.08,0.0,4032.0,13448.0,367436.56,460971.71,212143.38,615401.87,52220.0,1379611.69,1379612.69,0.0,1.0,0.0
12163,330412,Quatis,RJ,2018,Prefeitura Municipal de Quatis,14165.0,3884.0,3884.0,35.3,1864.14,1766.02,1377.5,3792.0,3793.0,24.88,155.12,0.0,0.0,3883.0,13269.0,367303.85,411780.96,223443.6,561274.93,30450.0,1281977.89,1281978.89,0.0,1.0,0.0
12164,330412,Quatis,RJ,2017,Prefeitura Municipal de Quatis,13784.0,3905.0,3905.0,35.3,3833.82,3450.43,2655.73,3768.0,3769.0,24.88,2366.25,1418.99,2047.3,3859.0,12918.0,364264.18,380606.45,118825.31,235340.0,1.0,1104771.7,1104772.7,0.0,1.0,0.0
12165,330412,Quatis,RJ,2016,Prefeitura Municipal de Quatis,13666.0,3808.0,3808.0,33.59,3801.0,3420.0,2633.0,3605.0,3605.0,21.29,2346.0,1407.0,2030.0,3819.0,12816.0,340632.55,350606.45,92909.1,184720.99,0.0,932477.99,932478.99,0.0,0.0,0.0
12166,330412,Quatis,RJ,2015,Prefeitura Municipal de Quatis,13543.0,3720.0,3720.0,32.5,3392.0,2875.0,2300.0,3720.0,3720.0,20.2,2300.0,1380.0,1990.0,3720.0,12734.0,335943.67,363493.82,64616.14,459457.72,19152.0,919611.36,919612.36,0.0,12891.68,0.0
12167,330412,Quatis,RJ,2014,Prefeitura Municipal de Quatis,12850.0,3635.0,3642.0,32.2,3110.0,2488.0,2488.0,3277.0,3277.0,20.2,1990.0,4.0,1990.0,3277.0,11850.0,328245.32,394195.8,48561.31,274624.11,19152.0,748170.54,748171.54,0.0,11637.32,0.0
12168,330412,Quatis,RJ,2013,Prefeitura Municipal de Quatis,12831.0,3562.0,3582.0,31.4,3088.0,1068.22,2470.0,3562.0,3562.0,19.0,854.57,4.0,350.0,3562.0,8592.0,132006.19,211600.26,93196.75,275000.0,214268.0,794075.01,794086.01,0.0,10.0,0.0
12169,330412,Quatis,RJ,2012,Prefeitura Municipal de Quatis,13000.0,3498.0,3510.0,29.2,1068.72,745.98,747.6,2390.0,2400.0,17.1,398.0,4.0,350.0,2445.0,8511.0,188735.16,283037.97,83759.57,277988.03,231606.84,876412.41,876413.41,0.0,10.0,0.0
12170,330412,Quatis,RJ,2011,Prefeitura Municipal de Quatis,12952.0,3483.0,3500.0,29.0,1068.72,245.98,640.0,2300.0,2300.0,17.0,344.0,3.15,344.0,2400.0,8511.0,241417.0,266818.0,67141.0,249999.0,128709.0,712667.0,712667.0,0.0,0.0,0.0
12172,330420,Resende,RJ,2019,Águas das Agulhas Negras,127039.0,37618.0,54106.0,507.47,11228.21,11207.18,8980.29,37541.0,53684.0,418.64,7308.48,5254.43,8395.14,41719.0,123140.0,55352889.18,13815388.65,783195.77,5591617.12,7436139.47,40901712.11,50618874.39,0.0,5833663.97,0.0
12173,330420,Resende,RJ,2018,Águas das Agulhas Negras,126015.0,37056.0,53521.0,503.0,10396.2,10342.69,8807.98,35240.0,51011.0,413.0,7155.43,5143.97,8245.96,41127.0,122160.0,50053784.93,12870725.43,867404.93,4858528.79,6396602.77,37813910.82,46421889.34,0.0,5199664.85,0.0
12174,330420,Resende,RJ,2017,Águas das Agulhas Negras,121637.0,36464.0,52048.0,489.17,10038.5,10033.5,8673.0,34820.0,49587.0,393.23,7105.0,5000.87,8118.95,42900.0,119041.0,46773556.0,13201465.56,988962.01,4367606.84,5787714.26,35941534.44,44778032.74,0.0,4856719.03,0.0
12175,330420,Resende,RJ,2016,Águas das Agulhas Negras,120454.0,35926.0,51119.0,487.0,10788.0,10749.0,8504.9,33979.0,48467.0,390.0,7077.7,4390.82,7934.3,41390.0,118254.0,43790420.89,11797144.05,968654.62,4245619.28,5323327.62,34573054.55,43218345.05,0.0,4685522.92,0.0
12176,330420,Resende,RJ,2015,Águas das Agulhas Negras,119638.0,34557.0,49412.0,486.0,11634.1,11045.2,8417.2,32657.0,46797.0,383.0,7088.39,4394.8,7780.18,34211.0,117438.0,37358066.89,10610728.32,714452.96,4012994.99,6479454.28,31626795.24,37904919.01,0.0,3866785.64,0.0
12177,330420,Resende,RJ,2014,Águas das Agulhas Negras,118795.0,33844.0,48132.0,484.9,12880.2,12875.2,8749.5,32248.0,45895.0,379.4,7010.8,4206.5,8121.69,33310.0,115100.0,38760523.51,9524657.83,756459.15,2707972.88,6761583.7,30564873.06,37140074.51,0.0,3937503.95,0.0
12178,330420,Resende,RJ,2013,Águas das Agulhas Negras,117920.0,33020.0,46412.0,463.0,13748.17,13748.17,8780.05,31508.0,44290.0,362.0,6118.0,3671.0,8153.8,32241.0,112989.0,35839718.22,8182218.56,617430.83,2482995.9,5479818.29,27588950.57,33438054.84,0.0,3908977.12,0.0
12179,330420,Resende,RJ,2012,Águas das Agulhas Negras,116990.0,31746.0,44823.0,462.6,12796.0,12791.0,8697.0,31211.0,42932.0,361.0,5760.0,3460.0,8338.0,31373.0,111498.0,28122465.34,6983525.22,592998.34,2586066.54,4941184.62,23426311.89,28896954.15,0.0,3149583.1,0.0
12180,330420,Resende,RJ,2011,Águas das Agulhas Negras,116033.0,30509.0,43331.0,458.0,12031.0,12026.0,8485.0,30196.0,41779.0,360.0,5408.0,3245.0,8215.0,30478.0,109950.0,25702797.4,6471280.98,732851.28,2605377.92,3256663.51,22057951.65,26244330.06,0.0,2066964.74,0.0
12181,330420,Resende,RJ,2010,Águas das Agulhas Negras,111613.0,29254.0,41223.0,444.0,11775.0,11728.0,8223.6,28708.0,39398.0,353.0,5100.0,3060.0,8324.0,28816.0,103385.0,22633930.13,5655221.81,753334.69,2951900.11,2304403.21,18860185.93,21968677.16,0.0,1827526.91,0.0
12182,330420,Resende,RJ,2009,Águas das Agulhas Negras,121480.0,28250.0,40174.0,439.0,12113.0,11724.0,8106.0,27504.0,38473.0,352.0,5560.0,3002.0,8338.0,27910.0,112500.0,18792786.0,5079130.0,600434.0,2789164.0,1763554.0,15670705.0,20478001.0,0.0,998727.0,0.0
12183,330420,Resende,RJ,2008,Águas das Agulhas Negras,119350.0,28223.0,40169.0,425.0,12130.0,11741.0,7878.0,26877.0,38007.0,342.0,5824.0,1514.0,7020.0,27431.0,109700.0,12971801.28,4550676.83,536301.83,3308535.43,1648277.35,13648126.26,16987592.48,0.0,692596.15,0.0
12184,330420,Resende,RJ,2007,Águas das Agulhas Negras,114722.0,27586.0,39278.0,218.7,15135.8,14256.9,13549.7,25894.0,38517.0,218.7,6812.0,132.4,6127.46,25897.0,109662.0,14625006.53,6414663.29,1352876.44,2919862.98,5547793.62,16235196.33,22919732.69,0.0,0.0,0.0
12185,330420,Resende,RJ,2006,Águas das Agulhas Negras,112402.0,26979.0,38880.0,218.7,15135.8,14256.9,13169.1,25329.0,36573.0,218.7,6055.2,132.4,5301.3,25332.0,109662.0,12851988.33,4220771.99,293202.22,2536404.89,3744271.86,10794650.96,13152881.1,0.0,0.0,0.0
12186,330420,Resende,RJ,2005,Águas das Agulhas Negras,111370.0,26304.0,38414.0,215.3,12976.8,11983.7,12836.7,26040.0,36109.0,215.3,5190.8,115.0,4541.9,26040.0,108675.0,10361830.08,3585797.87,606789.77,865925.18,4088734.53,9395422.35,12368816.83,248175.0,0.0,0.0
12187,330420,Resende,RJ,2004,Águas das Agulhas Negras,114500.0,25050.0,37370.0,205.0,12358.9,11395.3,12225.5,23500.0,35125.0,205.0,4943.6,109.5,4325.6,23897.0,120000.0,9373480.38,4500000.0,350000.0,1948778.8,3564324.52,10400000.0,14500000.0,0.0,1.0,0.0
12189,330420,Resende,RJ,2000,Águas das Agulhas Negras,115000.0,22986.0,32780.0,349.0,18000.0,16934.4,7818.0,21711.0,30999.0,335.0,4916.0,0.0,6254.0,21711.0,0.0,6722755.76,3993915.13,433312.28,1253110.56,570764.24,7207605.0,8848207.0,0.0,956502.86,0.0
12190,330420,Resende,RJ,1999,Águas das Agulhas Negras,113232.0,22380.0,28230.0,359.57,15501.0,13298.0,9600.0,21100.0,27500.0,304.42,7236.0,0.0,7680.0,21100.0,0.0,6705101.19,2668391.89,246385.84,881115.14,576318.87,4372211.74,6083745.21,0.0,0.0,0.0
12191,330420,Resende,RJ,1998,Águas das Agulhas Negras,104437.0,20882.0,29511.0,270.0,14092.0,12089.0,9160.0,19898.0,28266.0,259.0,6412.0,0.0,5961.0,19898.0,0.0,7564638.73,2476628.01,204892.55,1028549.93,484853.95,4974714.85,7155084.88,0.0,0.0,0.0
12192,330420,Resende,RJ,1997,Águas das Agulhas Negras,81957.0,19458.0,27798.0,265.0,12045.0,6935.0,6935.0,18485.0,26408.0,241.0,5533.4,0.0,5533.4,0.0,0.0,4937854.0,3249495.0,159507.0,670324.0,315408.0,6564348.0,7459509.0,0.0,0.0,0.0
12198,330450,Rio das Flores,RJ,2015,Prefeitura Municipal de Rio das Flores,6189.0,3090.0,3250.0,82.0,750.0,150.0,750.0,3090.0,3316.0,47.0,572.0,483.0,0.0,3572.0,6189.0,491014.35,537722.99,24680.9,376235.24,404776.89,1345491.02,1350777.47,0.0,1575.0,0.0
12199,330450,Rio das Flores,RJ,2014,Prefeitura Municipal de Rio das Flores,6016.0,3090.0,3250.0,82.0,750.0,150.0,750.0,3090.0,3105.0,47.0,572.0,483.0,0.0,3572.0,6016.0,0.0,519631.52,13000.0,266324.42,385501.8,1186457.74,1286454.74,0.0,1500.0,0.0
12200,330450,Rio das Flores,RJ,2013,Prefeitura Municipal de Rio das Flores,6016.0,3090.0,3105.0,82.0,750.0,147.0,714.0,3090.0,3105.0,47.0,572.0,483.0,0.0,3145.0,6016.0,0.0,814578.12,15010.7,279985.43,4000.0,1119995.06,1157144.8,0.0,6420.81,0.0
12201,330450,Rio das Flores,RJ,2012,Prefeitura Municipal de Rio das Flores,5959.0,3045.0,3060.0,82.0,734.0,144.0,700.0,3045.0,3060.0,47.0,560.0,474.0,0.0,3129.0,5959.0,528000.0,447094.0,45265.0,295001.55,33300.0,840242.0,1033627.0,0.0,10000.0,0.0
12202,330450,Rio das Flores,RJ,2011,Prefeitura Municipal de Rio das Flores,5959.0,3045.0,3060.0,82.0,734.0,144.0,700.0,3045.0,3060.0,47.0,560.0,474.0,0.0,3129.0,5959.0,292000.0,393063.76,58523.89,225526.96,73841.04,835000.0,900000.0,0.0,40002.0,0.0
12203,330450,Rio das Flores,RJ,2010,Prefeitura Municipal de Rio das Flores,5959.0,3045.0,3060.0,72.0,734.0,144.0,695.0,3045.0,3045.0,40.0,555.0,474.0,0.0,3105.0,5959.0,206760.26,185116.8,38550.0,248960.22,20928.44,500000.0,500000.0,0.0,0.0,0.0
12204,330450,Rio das Flores,RJ,2009,Prefeitura Municipal de Rio das Flores,6181.0,3000.0,3000.0,70.0,734.0,144.0,694.0,3000.0,3000.0,39.0,555.0,474.0,0.0,3000.0,6181.0,181046.0,169673.0,62587.0,215590.0,20515.0,468365.0,468365.0,0.0,0.0,0.0
12205,330450,Rio das Flores,RJ,2008,Prefeitura Municipal de Rio das Flores,6124.0,2305.0,2305.0,69.0,734.12,144.0,630.63,2305.0,2305.0,38.0,504.5,431.0,0.0,2305.0,6124.0,164333.75,163803.57,49302.9,208380.62,20047.45,441534.54,441534.54,0.0,0.0,0.0
12206,330450,Rio das Flores,RJ,2007,Prefeitura Municipal de Rio das Flores,6110.0,2095.0,2095.0,68.0,734.0,144.0,573.3,2095.0,2095.0,38.0,560.0,392.0,0.0,2095.0,6110.0,161133.53,176330.49,33351.2,262510.82,26014.5,498207.01,498207.01,0.0,0.0,0.0
12207,330450,Rio das Flores,RJ,2006,Prefeitura Municipal de Rio das Flores,8070.0,2087.0,2087.0,67.0,714.0,144.0,571.2,2087.0,2087.0,37.0,559.0,0.0,0.0,2087.0,8070.0,135823.9,162700.98,18589.5,314747.25,25755.53,521793.26,521793.26,0.0,0.0,0.0
