,Código do Município,Município,Estado,Ano de Referência,Prestador,AG001 - População total atendida com abastecimento de água,AG002 - Quantidade de ligações ativas de água,AG003 - Quantidade de economias ativas de água,AG005 - Extensão da rede de água,AG006 - Volume de água produzido,AG007 - Volume de água tratada em ETAs,AG011 - Volume de água faturado,ES002 - Quantidade de ligações ativas de esgotos,ES003 - Quantidade de economias ativas de esgotos,ES004 - Extensão da rede de esgotos,ES005 - Volume de esgotos coletado,ES006 - Volume de esgotos tratado,ES007 - Volume de esgotos faturado,ES009 - Quantidade de ligações totais de esgotos,ES026 - População urbana atendida com esgotamento sanitário,FN006 - Arrecadação total,FN010 - Despesa com pessoal próprio,FN011 - Despesa com produtos químicos,FN013 - Despesa com energia elétrica,FN014 - Despesa com serviços de terceiros,FN015 - Despesas de Exploração (DEX),FN017 - Despesas totais com os serviços (DTS),FN020 - Despesa com água importada (bruta ou tratada),FN021 - Despesas fiscais ou tributárias computadas na DEX,FN039 - Despesa com esgoto exportado
661,160030,Macapá,AP,2014,Companhia de Água e Esgoto do Amapá,258136.0,60514.0,68783.0,1064.59,59624.46,52165.29,17190.0,6755.0,10999.0,118.07,864.0,749.0,864.0,7858.0,29011.0,23434710.41,27180405.5,5249993.92,5401752.36,8841924.38,50272173.58,80707922.41,0.0,1398113.46,0.0
662,160030,Macapá,AP,2013,Companhia de Água e Esgoto do Amapá,265790.0,60916.0,70456.0,1032.61,79467.87,77325.75,18641.51,6753.0,11388.0,118.07,1131.23,1049.05,1131.23,7812.0,30310.0,26619718.01,24732604.35,7398929.78,142176.57,10012725.82,56001982.59,59559689.09,0.0,1067589.08,0.0
663,160030,Macapá,AP,2012,Companhia de Água e Esgoto do Amapá,258362.0,60010.0,69735.0,957.0,70922.31,60841.09,17616.12,6252.0,10979.0,118.07,2434.19,2279.51,2434.19,7214.0,29378.0,24604878.48,22499846.29,3507766.03,684875.86,8082052.04,41641112.11,110186053.55,0.0,2475190.09,0.0
664,160030,Macapá,AP,2011,Companhia de Água e Esgoto do Amapá,257467.0,59780.0,68851.0,957.0,70337.94,61239.96,16336.81,6247.0,11208.0,118.06,2130.39,1978.81,2130.39,7171.0,29003.0,20180773.4,23010487.73,3524611.94,2369943.06,4176842.35,52624071.22,54896791.72,0.0,6699027.91,0.0
665,160030,Macapá,AP,2010,Companhia de Água e Esgoto do Amapá,253556.0,59797.0,67845.0,957.0,68846.66,54829.27,16308.86,6201.0,10200.0,118.06,0.0,0.0,2054.18,7103.0,26418.0,21130745.65,22159356.61,3700736.74,3418692.52,4440472.39,40029378.22,43328903.17,0.0,3117695.83,0.0
666,160030,Macapá,AP,2009,Companhia de Água e Esgoto do Amapá,280398.0,56728.0,66196.0,949.16,58544.89,46626.28,16329.26,6190.0,9977.0,118.06,0.0,0.0,2029.18,7051.0,29756.0,21033631.58,19700913.73,3477045.77,3703758.55,3799384.22,39299911.09,42728394.74,0.0,3087163.4,0.0
667,160030,Macapá,AP,2008,Companhia de Água e Esgoto do Amapá,277626.0,57722.0,65094.0,941.49,67183.13,66058.13,16450.75,5763.0,9273.0,110.4,2041.67,2041.67,2041.67,6509.0,28400.0,19605148.36,18460038.63,2386305.69,3843402.0,3165091.61,30778142.66,43368800.44,0.0,2923304.73,0.0
668,160030,Macapá,AP,2007,Companhia de Água e Esgoto do Amapá,298085.0,59698.0,66884.0,932.5,65781.07,63345.61,17159.33,5723.0,9006.0,110.4,2102.88,2024.91,2102.88,6519.0,28295.0,16758993.04,15125113.35,2667414.8,4305697.79,2897366.48,27996525.8,36075087.47,0.0,3000933.38,0.0
669,160030,Macapá,AP,2006,Companhia de Água e Esgoto do Amapá,301910.0,59489.0,66163.0,797.5,61784.6,57693.5,16890.8,5722.0,9006.0,114.9,2155.6,2078.0,2155.6,6452.0,27880.0,13969934.84,14508781.7,2770436.27,3894919.35,7718963.86,29245588.55,43029374.47,0.0,352487.37,0.0
670,160030,Macapá,AP,2005,Companhia de Água e Esgoto do Amapá,287425.0,56338.0,63844.0,785.0,62158.8,59706.0,16609.9,5678.0,8963.0,114.9,2116.4,1969.0,2116.4,6379.0,27770.0,15690637.17,12603727.13,2557187.94,3231479.64,1656299.64,22074274.79,34218029.1,0.0,2025580.44,0.0
671,160030,Macapá,AP,2004,Companhia de Água e Esgoto do Amapá,275765.0,55306.0,61898.0,780.2,60746.0,56222.0,16139.2,5621.0,8822.0,114.9,2026.3,1882.4,2026.3,6486.0,27265.0,12653411.69,12210422.7,2059618.33,3241529.63,4939968.97,22928295.62,36603204.14,0.0,476755.99,0.0
672,160030,Macapá,AP,2003,Companhia de Água e Esgoto do Amapá,262895.0,52667.0,57775.0,742.0,50927.9,46922.8,15864.1,5480.0,8449.0,114.9,1821.2,1681.1,1821.2,6246.0,26280.0,12241626.5,9029732.25,2443037.2,3321978.74,2376503.53,29329224.91,37410178.86,0.0,925344.54,0.0
673,160030,Macapá,AP,2002,Companhia de Água e Esgoto do Amapá,251085.0,49470.0,55442.0,734.5,48322.7,46252.2,15616.8,5171.0,7551.0,114.9,2023.3,1881.1,2023.3,6460.0,25810.0,12166878.87,7759897.91,1478988.17,2552170.27,2018680.16,21626286.13,26063369.72,0.0,5899556.65,0.0
674,160030,Macapá,AP,2001,Companhia de Água e Esgoto do Amapá,238090.0,47129.0,52603.0,630.07,44018.1,41596.19,14245.67,5184.0,7326.0,113.8,1942.31,1799.0,1942.31,5653.0,27090.0,10560888.62,7070086.87,1154566.77,2194358.82,1582246.54,15669728.32,17396254.96,0.0,2189077.27,0.0
675,160030,Macapá,AP,2000,Companhia de Água e Esgoto do Amapá,240710.0,46941.0,52561.0,601.97,41928.19,41891.55,11733.09,5117.0,7174.0,91.3,2464.92,1460.0,2464.92,5559.0,0.0,8354050.82,7056617.95,1025133.57,1890029.48,1820925.71,13329812.94,17387412.47,0.0,609856.14,0.0
676,160030,Macapá,AP,1999,Companhia de Água e Esgoto do Amapá,223240.0,40931.0,45875.0,540.7,40113.39,38195.69,12163.93,5117.0,7174.0,91.3,2464.92,1460.0,2464.92,5559.0,0.0,8906320.82,7223335.11,919618.32,1653323.24,1341575.17,12013206.8,19966251.93,0.0,0.0,0.0
677,160030,Macapá,AP,1998,Companhia de Água e Esgoto do Amapá,223240.0,39331.0,44648.0,517.2,30512.3,29237.21,11795.0,4664.0,6908.0,91.3,2501.7,1460.0,2501.7,5463.0,0.0,8480709.0,8449811.0,933463.15,1378000.0,772000.0,12787000.0,20317000.0,0.0,0.0,0.0
678,160030,Macapá,AP,1997,Companhia de Água e Esgoto do Amapá,226867.0,45935.0,51958.0,468.1,28032.0,27995.5,12008.5,5089.0,7326.0,91.3,2701.0,1460.0,2701.0,0.0,0.0,7276680.84,5268007.55,832023.4,1236313.07,790054.17,10138271.2,12396769.57,0.0,0.0,0.0
680,160030,Macapá,AP,1995,Companhia de Água e Esgoto do Amapá,212000.0,34249.0,37760.0,378.0,27010.0,26645.0,12775.0,2272.0,2780.0,70.0,1095.0,730.0,1825.0,0.0,0.0,4492326.0,2272655.0,741784.0,685190.0,1249095.0,6814615.0,8015594.0,0.0,0.0,0.0
686,290070,Alagoinhas,BA,2019,Serviço Autônomo de Água e Esgoto,146185.0,51317.0,55135.0,626.3,18330.0,0.0,6754.0,13111.0,13472.0,100.18,1738.0,1318.0,1447.0,15505.0,52360.0,34489741.0,14150650.0,381799.0,3948900.0,5616461.0,31248819.0,33980395.0,0.0,216219.0,0.0
687,290070,Alagoinhas,BA,2018,Serviço Autônomo de Água e Esgoto,131804.0,50577.0,54310.0,621.53,17400.0,0.0,7558.0,11700.0,11998.0,98.0,1586.0,1586.0,1133.8,14370.0,48501.0,30825570.0,13699275.0,413838.0,3511749.0,4499514.0,28315599.0,29430617.0,0.0,183230.0,0.0
688,290070,Alagoinhas,BA,2017,Serviço Autônomo de Água e Esgoto,152882.0,49317.0,53140.0,616.1,15700.0,0.0,7481.0,10763.0,11067.0,70.0,1320.0,1320.0,1085.0,13751.0,37488.0,27772059.0,12460795.0,189179.0,2663196.0,6320173.0,25918377.0,26527784.0,0.0,180159.0,0.0
689,290070,Alagoinhas,BA,2016,Serviço Autônomo de Água e Esgoto,155362.0,48451.0,51803.0,614.0,15635.0,12908.0,7348.0,10270.0,12529.0,70.0,1174.0,1174.0,1056.0,12230.0,31974.0,24684858.0,11155490.0,238.0,463626.0,6605751.0,22802437.0,23514052.0,0.0,157299.0,0.0
690,290070,Alagoinhas,BA,2015,Serviço Autônomo de Água e Esgoto,152803.0,46146.0,49556.0,610.0,14813.0,10725.0,8990.0,8614.0,8895.0,70.0,1750.0,1750.0,1600.0,9812.0,29068.0,21949444.0,9106227.0,384.0,933745.0,4514172.0,18079520.0,20014308.0,0.0,69420.0,0.0
691,290070,Alagoinhas,BA,2014,Serviço Autônomo de Água e Esgoto,151879.0,45627.0,48773.0,550.0,13437.0,9437.0,8579.0,7222.0,7397.0,60.0,722.0,722.0,657.0,7914.0,25963.0,19570636.0,9102561.0,1496.0,922990.0,2016435.0,14145887.0,20000000.0,0.0,52486.0,0.0
692,290070,Alagoinhas,BA,2012,Serviço Autônomo de Água e Esgoto,143460.0,42453.0,45073.0,422.1,13905.0,0.0,12468.0,5108.0,5239.0,22.5,950.0,530.0,576.0,5480.0,14590.0,17733134.89,7695536.82,51439.0,1980550.82,1698424.78,11451142.89,11451142.89,0.0,0.0,0.0
693,290070,Alagoinhas,BA,2011,Serviço Autônomo de Água e Esgoto,142870.0,40887.0,43180.0,421.2,12835.0,0.0,10910.0,4036.0,4096.0,4.0,750.0,419.0,456.0,4218.0,14530.0,17530761.0,5970607.0,22235.0,1239224.0,6106077.0,13432366.0,13432366.0,0.0,94223.0,0.0
694,290070,Alagoinhas,BA,2010,Serviço Autônomo de Água e Esgoto,135569.0,38194.0,40197.0,420.0,11667.43,0.0,8886.2,2108.0,2165.0,130.0,479.0,364.0,397.0,2693.0,7677.0,15142713.0,6234469.0,2011.0,1265583.0,5731202.0,13331928.0,13331928.0,0.0,98663.0,0.0
695,290070,Alagoinhas,BA,2009,Serviço Autônomo de Água e Esgoto,132716.0,37250.0,39014.0,400.0,11235.0,0.0,8432.0,2039.0,2089.0,126.0,473.0,359.0,392.0,2662.0,7360.0,13013788.0,5781518.0,173457.0,1721618.0,3188544.0,11734470.0,11734470.0,0.0,75122.0,0.0
696,290070,Alagoinhas,BA,2008,Serviço Autônomo de Água e Esgoto,142112.0,36136.0,37749.0,404.2,9573.3,0.0,9434.93,1882.0,1932.0,125.0,451.0,342.0,373.0,1974.0,6780.0,12205398.74,4989150.39,142522.64,1563005.8,3142160.78,11244910.2,11244910.2,0.0,78164.48,0.0
697,290070,Alagoinhas,BA,2007,Serviço Autônomo de Água e Esgoto,128628.0,33850.0,36613.0,403.0,9756.3,0.0,9455.09,1113.0,1448.0,96.5,307.37,282.13,307.37,1457.0,5332.0,13721332.54,3968614.0,170773.38,1324599.03,2710958.0,9372241.0,9438186.0,0.0,65945.12,0.0
698,290070,Alagoinhas,BA,2006,Serviço Autônomo de Água e Esgoto,128628.0,32453.0,33987.0,392.4,9645.0,0.0,9217.2,605.0,605.0,27.8,89.0,83.0,0.0,628.0,9733.0,10353858.54,3819573.0,114622.0,1352985.0,1747408.0,7977940.0,8171300.0,0.0,66528.0,0.0
699,290070,Alagoinhas,BA,2005,Serviço Autônomo de Água e Esgoto,121106.0,31844.0,35262.0,380.7,11084.0,0.0,8867.2,451.0,488.0,24.2,38.0,38.0,0.0,468.0,8986.0,7014681.72,3220257.72,77320.46,1215002.42,1167922.68,6219525.47,6758547.67,0.0,40631.25,0.0
706,290070,Alagoinhas,BA,1998,Serviço Autônomo de Água e Esgoto,119325.0,27431.0,27779.0,258.1,7660.0,4799.0,5686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000402.0,2196349.0,51757.0,364425.0,1443827.0,4550181.0,4550181.0,0.0,0.0,0.0
739,290280,Barra da Estiva,BA,2019,Prefeitura Municipal de Barra da Estiva,19651.0,8500.0,10000.0,101.0,1500.0,550.0,0.0,3600.0,0.0,90.0,420.0,0.0,0.0,4500.0,10115.0,0.0,1007847.7,124209.91,390000.0,302000.0,2114057.61,2114057.61,290000.0,0.0,0.0
740,290280,Barra da Estiva,BA,2018,Prefeitura Municipal de Barra da Estiva,19843.0,8500.0,9500.0,101.0,1100.0,550.0,0.0,3100.0,0.0,75.0,350.0,0.0,0.0,3750.0,10220.0,0.0,491500.0,79499.0,312000.0,276240.0,1439239.0,1439239.0,280000.0,0.0,0.0
741,290280,Barra da Estiva,BA,2017,Prefeitura Municipal de Barra da Estiva,21101.0,8000.0,8500.0,100.0,1100.0,550.0,0.0,3000.0,0.0,70.0,350.0,0.0,0.0,3500.0,8600.0,0.0,129352.05,120000.0,130000.0,60000.0,699352.05,729352.05,260000.0,0.0,0.0
742,290280,Barra da Estiva,BA,2016,Prefeitura Municipal de Barra da Estiva,21500.0,7000.0,7000.0,84.0,760.0,300.0,0.0,2940.0,0.0,63.0,300.0,0.0,0.0,3000.0,8600.0,0.0,97200.0,110000.0,110000.0,56000.0,633200.0,664000.0,260000.0,0.0,0.0
743,290280,Barra da Estiva,BA,2015,Prefeitura Municipal de Barra da Estiva,18000.0,7000.0,7000.0,84.0,760.0,260.0,0.0,2940.0,0.0,63.0,300.0,0.0,0.0,2940.0,8600.0,0.0,63360.0,110000.0,110000.0,56000.0,599360.0,664000.0,260000.0,0.0,0.0
744,290280,Barra da Estiva,BA,2014,Prefeitura Municipal de Barra da Estiva,17000.0,6700.0,6700.0,80.0,730.0,250.0,0.0,2800.0,0.0,60.0,297.0,0.0,0.0,2800.0,8100.0,0.0,50000.0,100000.0,100000.0,50000.0,558000.0,630000.0,250000.0,0.0,0.0
745,290280,Barra da Estiva,BA,2013,Prefeitura Municipal de Barra da Estiva,16800.0,6550.0,6550.0,75.0,730.0,250.0,0.0,2750.0,0.0,55.0,261.0,0.0,0.0,2750.0,8000.0,0.0,50000.0,100000.0,100000.0,50000.0,558000.0,630000.0,250000.0,0.0,0.0
746,290280,Barra da Estiva,BA,2012,Prefeitura Municipal de Barra da Estiva,16000.0,6550.0,6550.0,75.0,730.0,250.0,0.0,2720.0,2720.0,55.0,261.0,0.0,0.0,2750.0,8000.0,0.0,50000.0,100000.0,100000.0,0.0,558000.0,558000.0,250000.0,0.0,0.0
747,290280,Barra da Estiva,BA,2007,Prefeitura Municipal de Barra da Estiva,20753.0,2700.0,2700.0,37.0,394.0,0.0,0.0,1767.0,1767.0,24.0,0.0,0.0,0.0,1767.0,5188.0,0.0,144000.0,25000.0,48000.0,3000.0,239320.0,239320.0,0.0,0.0,0.0
748,290280,Barra da Estiva,BA,2006,Prefeitura Municipal de Barra da Estiva,21453.0,2456.0,2456.0,37.0,358.0,0.0,0.0,1473.0,1473.0,0.0,0.0,0.0,0.0,1473.0,5432.0,0.0,115608.0,25000.0,127320.0,3000.0,270928.0,270928.0,0.0,0.0,0.0
749,290280,Barra da Estiva,BA,2005,Prefeitura Municipal de Barra da Estiva,21453.0,0.0,0.0,37.0,358.0,0.0,0.0,1473.0,1473.0,0.0,0.0,0.0,0.0,1473.0,5432.0,0.0,115608.0,25000.0,127320.0,3000.0,270928.0,270928.0,0.0,0.0,0.0
761,290390,Bom Jesus da Lapa,BA,2019,Serviço Autônomo de Água e Esgoto,69148.0,18639.0,18639.0,222.0,3252.0,3252.0,2941.0,9039.0,9039.0,179.0,1833.56,1493.24,1466.84,10069.0,22083.0,11774095.0,5543288.0,878789.0,1417883.0,3579567.0,11775068.0,11775068.0,0.0,127771.0,0.0
762,290390,Bom Jesus da Lapa,BA,2018,Serviço Autônomo de Água e Esgoto,68609.0,18135.0,18135.0,180.0,9000.0,9000.0,2858.0,8842.0,8842.0,177.0,1428.0,1428.0,1428.0,9815.0,46581.0,10217831.0,3615847.0,858287.0,1159757.0,2368322.0,8552214.0,8552214.0,0.0,106250.0,0.0
763,290390,Bom Jesus da Lapa,BA,2017,Serviço Autônomo de Água e Esgoto,70618.0,17775.0,17775.0,180.0,9300.0,9300.0,2876.0,8642.0,8642.0,165.0,1428.0,1428.0,1428.0,9556.0,47945.0,9288938.0,3287134.0,780261.0,1054325.0,2153020.0,7774740.0,7774740.0,0.0,96591.0,0.0
764,290390,Bom Jesus da Lapa,BA,2016,Serviço Autônomo de Água e Esgoto,70090.0,17809.0,17809.0,185.0,5100.0,5100.0,2810.0,8025.0,8025.0,165.0,1186.0,1186.0,1186.0,8761.0,47587.0,8057773.0,3857141.0,358980.0,964500.0,1458847.0,6721309.0,6721309.0,0.0,79841.0,0.0
765,290390,Bom Jesus da Lapa,BA,2015,Serviço Autônomo de Água e Esgoto,69526.0,17501.0,17501.0,169.0,4080.0,4080.0,2724.0,7800.0,7800.0,150.0,1450.0,1450.0,1450.0,8557.0,47204.0,7006164.0,3593253.0,317256.0,888252.0,1326225.0,6195735.0,6195735.0,0.0,70749.0,0.0
766,290390,Bom Jesus da Lapa,BA,2014,Serviço Autônomo de Água e Esgoto,68922.0,16541.0,16541.0,160.0,3564.0,3564.0,2720.0,7399.0,7399.0,145.0,1300.0,1300.0,1300.0,7900.0,36000.0,6564463.0,2872877.0,272000.0,688880.0,1186198.0,5157515.0,5257515.0,0.0,68780.0,0.0
767,290390,Bom Jesus da Lapa,BA,2013,Serviço Autônomo de Água e Esgoto,64000.0,15629.0,15629.0,156.0,3257.0,3257.0,2438.0,6750.0,6750.0,125.0,357.0,357.0,428.0,7169.0,35000.0,5730277.0,2366572.0,252248.0,500973.0,1415869.0,4587920.0,4687920.0,0.0,52258.0,0.0
768,290390,Bom Jesus da Lapa,BA,2012,Serviço Autônomo de Água e Esgoto,64000.0,14691.0,14691.0,145.0,2880.0,2880.0,2400.0,5692.0,5692.0,119.0,313.0,313.0,384.0,6033.0,25000.0,5122011.0,2126205.0,224223.0,585078.0,1060018.0,4069148.0,4142772.0,0.0,73624.0,0.0
769,290390,Bom Jesus da Lapa,BA,2011,Serviço Autônomo de Água e Esgoto,57000.0,14277.0,14277.0,135.0,2435.0,2435.0,1911.0,4933.0,4933.0,92.0,275.0,275.0,340.0,5246.0,24400.0,5974908.0,1814001.0,107292.0,536082.0,820613.0,3319201.0,3360414.0,0.0,41213.0,0.0
770,290390,Bom Jesus da Lapa,BA,2010,Serviço Autônomo de Água e Esgoto,50099.0,13712.0,13712.0,124.0,2406.0,2406.0,1797.0,4355.0,4355.0,60.0,820.0,820.0,410.0,4651.0,15991.0,3970913.0,1757424.0,140830.0,372820.0,950847.0,3221921.0,3221921.0,0.0,0.0,0.0
771,290390,Bom Jesus da Lapa,BA,2009,Serviço Autônomo de Água e Esgoto,66192.0,13383.0,13383.0,122.0,3852.0,3852.0,3268.0,4287.0,4287.0,60.0,1260.0,1260.0,1260.0,4607.0,35000.0,3339950.0,1540467.0,124599.0,379287.0,854859.0,2899214.0,2899214.0,0.0,0.0,0.0
772,290390,Bom Jesus da Lapa,BA,2008,Serviço Autônomo de Água e Esgoto,64000.0,12976.0,12976.0,121.0,3504.0,3504.0,2150.32,4050.0,4050.0,40.0,990.0,990.0,990.0,4100.0,25000.0,3341240.0,1802396.0,111948.0,416917.0,773751.0,3142048.0,3339541.0,0.0,0.0,0.0
773,290390,Bom Jesus da Lapa,BA,2007,Serviço Autônomo de Água e Esgoto,55300.0,12621.0,12621.0,119.0,3145.0,3145.0,2343.0,2749.0,2749.0,80.0,664.0,664.0,664.0,3272.0,15500.0,2939906.0,1605993.0,123110.0,420979.0,776719.0,2926801.0,2998210.0,0.0,0.0,0.0
774,290390,Bom Jesus da Lapa,BA,2006,Serviço Autônomo de Água e Esgoto,50200.0,11777.0,14661.0,118.0,3039.0,3039.0,2281.0,3000.0,3000.0,70.0,1200.0,1200.0,1200.0,3100.0,15500.0,2555570.0,1474303.0,117101.0,371142.0,627107.0,2589653.0,2650234.0,0.0,0.0,0.0
775,290390,Bom Jesus da Lapa,BA,2005,Serviço Autônomo de Água e Esgoto,41740.0,11667.0,14218.0,116.0,2780.0,2780.0,2700.0,2879.0,2879.0,47.0,1100.0,1100.0,1100.0,2979.0,7550.0,2446903.0,1258978.0,97717.0,361552.0,563137.0,2281384.0,2374412.0,0.0,0.0,0.0
776,290390,Bom Jesus da Lapa,BA,2004,Serviço Autônomo de Água e Esgoto,41440.0,11438.0,13776.0,113.0,2772.0,2772.0,2244.0,2400.0,2534.0,20.0,1036.0,1036.0,1036.0,2685.0,7500.0,2141884.0,1021200.0,106268.0,303225.0,133331.0,1564039.0,1872485.0,0.0,0.0,0.0
777,290390,Bom Jesus da Lapa,BA,2003,Serviço Autônomo de Água e Esgoto,41440.0,11164.0,13457.0,107.0,2772.0,2772.0,2772.0,2316.0,2516.0,17.0,1036.0,1036.0,1036.0,2516.0,7500.0,1987074.0,928398.0,76952.0,243493.0,164806.0,1413649.0,1588407.0,0.0,0.0,0.0
807,290515,Caetanos,BA,2011,Prefeitura Municipal de Caetanos,2734.0,989.0,989.0,30.67,197.7,197.7,0.0,285.0,285.0,11.5,26.3,0.0,0.0,328.0,820.0,0.0,25778.0,18345.25,87279.09,101500.0,248867.34,248867.34,0.0,0.0,0.0
808,290515,Caetanos,BA,2010,Prefeitura Municipal de Caetanos,3291.0,1037.0,1037.0,30.67,247.4,0.0,0.0,210.0,210.0,9.2,0.0,0.0,0.0,289.0,987.0,0.0,13080.0,0.0,42108.21,0.0,150418.74,150418.74,0.0,0.0,0.0
811,290590,Campo Alegre de Lourdes,BA,2015,Prefeitura Municipal de Campo Alegre de Lourdes,8650.0,2160.0,2160.0,28.0,420.0,0.0,0.0,1780.0,1780.0,22.0,182.0,0.0,0.0,1780.0,8650.0,0.0,42240.0,0.0,96000.0,0.0,138240.0,138240.0,0.0,0.0,0.0
812,290590,Campo Alegre de Lourdes,BA,2014,Prefeitura Municipal de Campo Alegre de Lourdes,8643.0,2160.0,2160.0,22.0,418.0,0.0,0.0,1771.0,1771.0,18.0,182.0,0.0,0.0,1771.0,8643.0,0.0,8100.0,0.0,12000.0,0.0,20100.0,20100.0,0.0,0.0,0.0
823,290710,Carinhanha,BA,2019,Serviço Autônomo de Água e Esgoto,19126.0,9575.0,9575.0,123.0,1929.0,1833.0,1138.0,3746.0,3746.0,50.0,771.6,771.6,771.6,4108.0,10294.0,3494222.0,1089000.0,179036.0,602809.0,1189197.0,3104450.0,6208900.0,0.0,22362.0,0.0
824,290710,Carinhanha,BA,2018,Serviço Autônomo de Água e Esgoto,19102.0,7447.0,7447.0,65.0,1929.0,1833.0,1138.0,3746.0,3746.0,50.0,771.6,771.6,771.6,4108.0,10270.0,2806915.25,1103877.0,192400.0,394498.0,626904.0,2782236.0,5564473.0,0.0,229462.0,0.0
825,290710,Carinhanha,BA,2017,Serviço Autônomo de Água e Esgoto,18500.0,7386.0,9386.0,65.0,2050.0,1787.0,1136.0,3851.0,3851.0,65.01,408.0,408.0,408.0,3851.0,9627.0,2331300.0,903002.0,182687.0,305018.0,537053.0,2315545.0,2315546.0,0.0,185318.0,0.0
826,290710,Carinhanha,BA,2016,Serviço Autônomo de Água e Esgoto,30041.0,8089.0,9747.0,59.0,2035.0,1771.0,1142.0,3713.0,3713.0,63.01,386.0,386.0,386.7,3867.0,13322.0,2263570.0,800779.0,175970.0,218449.0,571906.0,2145728.0,2145729.0,0.0,152065.0,0.0
827,290710,Carinhanha,BA,2015,Serviço Autônomo de Água e Esgoto,22975.0,7333.0,8889.0,70.0,1955.0,1915.0,1131.0,1657.0,1657.0,187.68,163.0,163.0,163.0,1657.0,5625.0,2022040.0,776973.0,86350.0,171656.0,567817.0,1909914.0,1909915.0,0.0,136618.0,0.0
828,290710,Carinhanha,BA,2014,Serviço Autônomo de Água e Esgoto,18380.0,7203.0,7203.0,56.0,1865.0,1635.0,1042.0,900.0,900.0,62.56,153.22,153.22,153.22,900.0,4500.0,1569090.52,626819.0,128574.0,127543.0,429184.0,1517325.0,1556310.0,0.0,117941.0,0.0
837,290720,Casa Nova,BA,2019,Serviço Autônomo de Água e Esgoto,71969.0,12157.0,12175.0,213.0,8300.0,5230.0,1623.31,5962.0,5969.0,213.0,374.94,0.0,397.7,6703.0,30000.0,4268978.85,2588097.44,152400.0,103000.0,233427.09,3575424.56,3575424.56,0.0,0.0,0.0
838,290720,Casa Nova,BA,2018,Serviço Autônomo de Água e Esgoto,59453.0,14002.0,14002.0,240.8,7501.0,5150.0,2135.3,6550.0,0.0,86.4,1735.0,1396.0,1450.0,8483.0,22000.0,3753229.74,2392059.16,152470.0,102888.53,624640.85,3436435.28,3436435.28,0.0,0.0,0.0
839,290720,Casa Nova,BA,2017,Serviço Autônomo de Água e Esgoto,59453.0,13904.0,13904.0,240.8,7032.0,4560.0,2033.2,6451.0,0.0,86.4,1632.0,1381.0,1410.0,8481.0,22000.0,3557106.0,2386379.06,201229.0,136702.22,632051.57,3356361.85,3356361.85,0.0,0.0,0.0
840,290720,Casa Nova,BA,2016,Serviço Autônomo de Água e Esgoto,59000.0,13593.0,14530.0,240.8,6043.0,4560.0,1825.46,6800.0,6850.0,86.4,1560.0,1280.0,1350.0,8520.0,22000.0,4054115.0,1560000.0,240000.0,95874.62,45095.14,2044000.0,3504871.0,45000.0,4000.0,54000.0
841,290720,Casa Nova,BA,2015,Serviço Autônomo de Água e Esgoto,55000.0,11637.0,11819.0,106.7,4283.54,3994.71,1678.45,5061.0,5178.0,68.5,1280.0,910.0,980.35,5602.0,18000.0,3208549.64,2042236.71,170564.76,77456.75,36611.8,2350870.02,3208549.64,0.0,2000.0,0.0
842,290720,Casa Nova,BA,2014,Serviço Autônomo de Água e Esgoto,54067.0,11022.0,11819.0,104.6,4283.54,3979.84,1678.45,5061.0,5178.0,68.0,1280.0,910.0,980.35,5602.0,17852.0,3113840.57,1668799.45,184596.1,61341.39,14800.0,2248987.58,2648987.58,0.0,2400.0,0.0
843,290720,Casa Nova,BA,2013,Serviço Autônomo de Água e Esgoto,53067.0,10933.0,11730.0,104.6,4283.54,3976.84,1678.45,5061.0,5178.0,68.0,1280.0,910.0,980.35,5602.0,17852.0,3422121.03,1166611.91,100282.5,237537.65,85782.85,1670407.27,1870407.27,0.0,2500.0,0.0
844,290720,Casa Nova,BA,2012,Serviço Autônomo de Água e Esgoto,48540.0,10016.0,10043.0,98.37,4143.48,3936.3,1409.28,4922.0,4922.0,67.0,905.45,905.45,905.45,5472.0,16426.0,2750147.73,654402.08,158225.82,315032.0,302651.19,1430311.09,1430311.09,0.0,0.0,0.0
845,290720,Casa Nova,BA,2009,Serviço Autônomo de Água e Esgoto,52285.0,9000.0,9030.0,107.0,3431.0,3431.0,1607.0,4759.0,4759.0,62.0,695.0,695.0,695.0,5281.0,21080.0,2110482.0,1087621.0,74385.0,394304.0,344460.0,1903694.0,1903694.0,0.0,2923.0,0.0
846,290720,Casa Nova,BA,2008,Serviço Autônomo de Água e Esgoto,50740.0,8703.0,8736.0,98.8,3610.0,3610.0,1617.73,4671.0,4671.0,60.0,538.98,538.98,538.98,5210.0,20850.0,2105758.1,838750.36,41718.0,389504.16,336867.9,1606840.42,1606840.42,0.0,0.0,0.0
847,290720,Casa Nova,BA,2007,Serviço Autônomo de Água e Esgoto,48705.0,8240.0,8240.0,89.1,3566.0,3566.0,1245.43,4488.0,4488.0,53.4,880.65,880.65,880.65,4925.0,19757.0,1924174.38,729485.29,45884.0,269473.32,417721.9,1733843.33,1741294.18,0.0,6640.35,0.0
848,290720,Casa Nova,BA,2006,Serviço Autônomo de Água e Esgoto,47350.0,8317.0,8317.0,87.9,3566.0,3566.0,1244.0,3763.0,3763.0,45.4,431.3,431.3,431.3,4414.0,19075.0,1610292.16,667485.7,41713.0,500005.64,249130.82,1469431.45,1476657.69,0.0,11096.29,0.0
